trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'a': 0.35, 'e': 0.05086611268363002}",30,7,-2.0731655610223703,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
556,False,"{'a': 0.35, 'e': 0.05086287786141585}",35,11,28.494697739081428,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.35, 'e': 0.050859654643935694}",25,19,8.993074765977969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.35, 'e': 0.050856442968854436}",20,0,28.00070097482569,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.35, 'e': 0.0508532427742826}",20,3,5.661672111714024,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
560,False,"{'a': 0.35, 'e': 0.0508500539987724}",30,13,16.279960408089476,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.35, 'e': 0.05084687658131376}",25,15,9.210030608409639,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.35, 'e': 0.050843710461330474}",35,12,47.037447165152145,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.35, 'e': 0.05084055557867633}",30,3,34.98597973286021,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.35, 'e': 0.05083741187363131}",20,6,15.38197958488152,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.35, 'e': 0.050834279286897814}",20,4,27.641266680458074,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.35, 'e': 0.050831157759596936}",20,12,14.135978618701893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.35, 'e': 0.05082804723326478}",20,8,19.730824984029677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.35, 'e': 0.05082494764984879}",20,0,29.433732604632244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
569,False,"{'a': 0.35, 'e': 0.05082185895170417}",30,15,23.662837514957523,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.35, 'e': 0.05081878108159029}",25,10,28.73886030514233,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.35, 'e': 0.05081571398266715}",20,0,-12.180341429268937,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
572,False,"{'a': 0.35, 'e': 0.050812657598491885}",25,17,15.288123173340773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.35, 'e': 0.0508096118730153}",25,9,26.70801729392194,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.35, 'e': 0.05080657675057847}",25,3,10.408288475685431,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
575,False,"{'a': 0.35, 'e': 0.05080355217590928}",30,8,37.297256799483506,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.35, 'e': 0.050800538094119156}",20,12,-25.82837701327761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
577,False,"{'a': 0.35, 'e': 0.05079753445069969}",35,18,28.477875917246624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.35, 'e': 0.05079454119151937}",25,12,9.946586163536104,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.35, 'e': 0.050791558262820315}",35,13,37.7579449908309,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.35, 'e': 0.05078858561121508}",20,13,13.446535410863518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.35, 'e': 0.050785623183683466}",25,17,9.98088222792174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.35, 'e': 0.05078267092756934}",20,6,22.55054428611492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.35, 'e': 0.05077972879057756}",25,11,24.890550510800477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.35, 'e': 0.05077679672077084}",30,20,15.384875359506792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.35, 'e': 0.05077387466656673}",25,0,15.128514190036649,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
586,False,"{'a': 0.35, 'e': 0.05077096257673458}",20,9,19.32411009877135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.35, 'e': 0.05076806040039254}",25,0,37.99379388136235,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
588,False,"{'a': 0.35, 'e': 0.050765168087004604}",20,15,10.81445351890278,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.35, 'e': 0.05076228558637766}",30,12,28.24842446631495,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.35, 'e': 0.05075941284865861}",25,11,25.89931946538794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.35, 'e': 0.0507565498243315}",20,10,-5.441530564804204,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.35, 'e': 0.050753696464214626}",25,3,35.49614589394155,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.35, 'e': 0.05075085271945778}",30,17,-18.835693651962718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.35, 'e': 0.05074801854153942}",20,8,12.830125588716541,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.35, 'e': 0.05074519388226395}",35,20,27.380156018227407,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.35, 'e': 0.05074237869375893}",25,13,25.434797322102778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.35, 'e': 0.05073957292847242}",30,12,27.336529410608236,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.35, 'e': 0.05073677653917029}",25,4,-7.660793574744782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
599,False,"{'a': 0.35, 'e': 0.05073398947893355}",20,13,13.162893609921973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.35, 'e': 0.05073121170115578}",25,19,8.661091848716321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.35, 'e': 0.05072844315954044}",30,0,50.04642377147844,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.35, 'e': 0.0507256838080984}",20,14,9.775927753416003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.35, 'e': 0.050722933601145326}",30,15,26.411013059831717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.35, 'e': 0.05072019249329918}",25,9,27.119828532667196,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.35, 'e': 0.05071746043947772}",30,8,36.00648214855156,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.35, 'e': 0.05071473739489603}",25,0,40.61650216343545,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
607,False,"{'a': 0.35, 'e': 0.05071202331506408}",25,6,24.892725448826056,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.35, 'e': 0.050709318155784305}",25,0,24.42492267374033,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
609,False,"{'a': 0.35, 'e': 0.05070662187314917}",20,12,12.53742544425398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.35, 'e': 0.05070393442353885}",30,0,33.4905285647451,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
611,False,"{'a': 0.35, 'e': 0.050701255763618835}",20,10,21.004419153126907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.35, 'e': 0.05069858585033762}",25,17,12.712838860780868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.35, 'e': 0.050695924640924386}",20,9,16.26832172538542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.35, 'e': 0.050693272092886744}",25,11,21.04110648062469,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.35, 'e': 0.05069062816400843}",35,0,10.781179731323471,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
616,False,"{'a': 0.35, 'e': 0.05068799281234711}",30,20,18.447228132360927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.35, 'e': 0.050685365996232114}",25,17,3.3797887131259117,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.35, 'e': 0.0506827476742623}",20,10,17.816075968876508,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.35, 'e': 0.05068013780530382}",20,15,6.909154376165107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.35, 'e': 0.050677536348488}",25,0,18.71720604382566,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
621,False,"{'a': 0.35, 'e': 0.050674943263209205}",25,4,30.204541967162196,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.35, 'e': 0.05067235850912271}",20,0,20.576143065444445,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
623,False,"{'a': 0.35, 'e': 0.05066978204614262}",20,12,15.652160157334766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.35, 'e': 0.05066721383443979}",20,15,10.80398632415815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.35, 'e': 0.05066465383443979}",20,0,27.097381145987264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
626,False,"{'a': 0.35, 'e': 0.05066210200682085}",30,21,17.45082453528966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.35, 'e': 0.05065955831251186}",20,0,18.025531579208913,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
628,False,"{'a': 0.35, 'e': 0.05065702271269036}",20,3,30.658487327665206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.35, 'e': 0.0506544951687806}",20,5,26.16697430361292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.35, 'e': 0.05065197564245155}",30,16,28.72615844238706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.35, 'e': 0.05064946409561497}",20,0,18.02339714554802,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.35, 'e': 0.0506469604904235}",25,7,29.52821011280186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.35, 'e': 0.050644464789268734}",30,7,36.54135611468534,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.35, 'e': 0.050641976954779386}",20,0,28.180703549374627,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
635,False,"{'a': 0.35, 'e': 0.050639496949819375}",25,0,31.34630902779635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
636,False,"{'a': 0.35, 'e': 0.050637024737486006}",20,0,19.90172638828679,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
637,False,"{'a': 0.35, 'e': 0.05063456028110812}",35,14,38.19951845696154,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.35, 'e': 0.05063210354424429}",25,20,10.273003556027707,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.35, 'e': 0.05062965449068104}",20,9,22.88212004940875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.35, 'e': 0.05062721308443104}",20,7,22.465021258053785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.35, 'e': 0.05062477928973136}",25,7,20.295739199972807,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.35, 'e': 0.05062235307104171}",20,13,-0.23465177840202722,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.35, 'e': 0.05061993439304273}",20,13,11.62698958286822,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.35, 'e': 0.05061752322063426}",25,17,1.4497913796052644,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.35, 'e': 0.05061511951893364}",20,0,30.204746789288606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.35, 'e': 0.050612723253274046}",30,15,-11.326554929994929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
647,False,"{'a': 0.35, 'e': 0.0506103343892028}",30,3,40.69550911276447,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.35, 'e': 0.05060795289247974}",20,15,8.104629813057574,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.35, 'e': 0.05060557872907557}",25,0,31.837746301813066,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.35, 'e': 0.05060321186517024}",20,4,15.440162682985966,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.35, 'e': 0.05060085226715136}",25,20,5.986737946052385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.35, 'e': 0.050598499901612574}",20,8,15.25843810237448,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.35, 'e': 0.05059615473535201}",25,11,24.542536770523334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.35, 'e': 0.050593816735370715}",30,0,-16.947056272372375,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
655,False,"{'a': 0.35, 'e': 0.05059148586887109}",30,21,-18.58188836307714,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
656,False,"{'a': 0.35, 'e': 0.05058916210325538}",25,13,16.992415299459765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.35, 'e': 0.05058684540612415}",20,0,13.905504568185401,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
658,False,"{'a': 0.35, 'e': 0.050584535745274745}",25,6,30.043473437293265,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.35, 'e': 0.05058223308869986}",25,0,12.43209181635882,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
660,False,"{'a': 0.35, 'e': 0.05057993740458599}",30,4,32.47151249674818,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.35, 'e': 0.050577648661312036}",25,17,17.3529124966199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.35, 'e': 0.050575366827447794}",20,0,18.988791594880894,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.35, 'e': 0.05057309187175256}",30,14,16.79242382319798,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.35, 'e': 0.050570823763173664}",25,7,33.067313837049184,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.35, 'e': 0.050568562470845096}",20,6,12.17240421951253,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.35, 'e': 0.05056630796408609}",25,3,33.46781863957664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.35, 'e': 0.05056406021239971}",20,4,30.986643028439495,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.35, 'e': 0.05056181918547153}",35,11,40.82412202820227,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.35, 'e': 0.05055958485316822}",25,14,20.961022086723098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.35, 'e': 0.05055735718553623}",20,0,31.058006274574694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.35, 'e': 0.050555136152800426}",20,12,13.512874407954497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.35, 'e': 0.050552921725362784}",25,11,10.9096101571281,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.35, 'e': 0.05055071387380106}",20,6,28.455767391493353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.35, 'e': 0.0505485125688675}",20,5,28.346408030267057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.35, 'e': 0.05054631778148753}",30,12,32.89675278110889,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.35, 'e': 0.05054412948275849}",20,0,19.700567933795107,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
677,False,"{'a': 0.35, 'e': 0.05054194764394838}",30,9,33.206520426119305,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.35, 'e': 0.050539772236494564}",20,0,33.88456827991508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.35, 'e': 0.050537603232002556}",25,19,10.664047705286185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.35, 'e': 0.05053544060224477}",25,12,25.695884747458997,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.35, 'e': 0.0505332843191593}",20,1,30.48153157303941,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.35, 'e': 0.05053113435484871}",30,16,22.732280057409064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.35, 'e': 0.05052899068157882}",25,12,-7.417301700539982,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
684,False,"{'a': 0.35, 'e': 0.050526853271777514}",25,17,13.735081857312197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.35, 'e': 0.050524722098033575}",25,12,17.28692444531829,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.35, 'e': 0.050522597133095495}",20,16,6.992608424028782,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.35, 'e': 0.05052047834987033}",20,0,30.10724979848641,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
688,False,"{'a': 0.35, 'e': 0.05051836572142252}",20,15,8.216413504546058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.35, 'e': 0.05051625922097278}",20,8,23.674951520101434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.35, 'e': 0.05051415882189696}",20,2,27.035963825645187,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.35, 'e': 0.0505120644977249}",20,10,14.344931804181103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.35, 'e': 0.05050997622213935}",20,9,16.54174913923401,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.35, 'e': 0.05050789396897484}",20,0,28.66071933049653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.35, 'e': 0.05050581771221663}",20,3,9.981468140860525,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.35, 'e': 0.05050374742599956}",20,14,3.7170522831929658,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.35, 'e': 0.050501683084607035}",20,16,6.7636144998580034,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.35, 'e': 0.05049962466246994}",25,1,39.66644517776036,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.35, 'e': 0.05049757213416557}",30,10,34.17914202232852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.35, 'e': 0.05049552547441662}",25,16,11.68154952237744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.35, 'e': 0.05049348465809009}",25,15,19.8489334800364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.35, 'e': 0.05049144966019631}",20,5,25.89154204323613,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.35, 'e': 0.050489420455887904}",20,8,8.834054702785112,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.35, 'e': 0.05048739702045876}",20,5,18.401509146581333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.35, 'e': 0.050485379329343064}",20,11,8.152804135076757,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.35, 'e': 0.050483367358114255}",25,3,15.582081546947594,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.35, 'e': 0.050481361082484084}",20,1,25.15859175459224,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.35, 'e': 0.05047936047830162}",20,8,23.28545453027542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.35, 'e': 0.050477365521552284}",20,13,-11.147432538905806,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
709,False,"{'a': 0.35, 'e': 0.050475376188356874}",20,0,31.80785503215634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
710,False,"{'a': 0.35, 'e': 0.05047339245497064}",25,0,24.11253876410736,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
711,False,"{'a': 0.35, 'e': 0.05047141429778232}",25,13,21.430757121413905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.35, 'e': 0.05046944169331319}",20,6,23.776227368088055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.35, 'e': 0.050467474618216164}",25,10,27.506793065209628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.35, 'e': 0.050465513049274865}",20,14,8.404628439672226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.35, 'e': 0.0504635569634027}",25,13,23.81497029169509,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.35, 'e': 0.050461606337641955}",20,16,8.831567945538284,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.35, 'e': 0.050459661149162914}",25,3,37.34553079685121,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.35, 'e': 0.05045772137526296}",20,10,16.61616195439063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.35, 'e': 0.05045578699336568}",25,6,38.021376437814354,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.35, 'e': 0.05045385798102}",25,20,9.54982065014483,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.35, 'e': 0.05045193431589932}",20,0,31.05549372583532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 0.35, 'e': 0.050450015975800636}",20,0,27.753867738020734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
723,False,"{'a': 0.35, 'e': 0.05044810293864371}",20,8,20.071290053334465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.35, 'e': 0.05044619518247021}",20,0,27.658974406248152,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.35, 'e': 0.050444292685442864}",20,6,-16.41246290631506,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
726,False,"{'a': 0.35, 'e': 0.050442395425844624}",35,12,32.95345409011043,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.35, 'e': 0.05044050338207787}",25,14,18.981028563832744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.35, 'e': 0.050438616532663544}",30,18,0.6799706874375633,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
729,False,"{'a': 0.35, 'e': 0.05043673485624039}",25,8,17.539777217117454,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.35, 'e': 0.05043485833156409}",25,4,22.583409616225826,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.35, 'e': 0.05043298693750651}",30,3,33.140709458602686,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.35, 'e': 0.0504311206530549}",25,13,22.93896157316829,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.35, 'e': 0.05042925945731108}",25,8,27.867860509649876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.35, 'e': 0.050427403329490694}",25,8,30.80031369763682,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.35, 'e': 0.050425552248922416}",35,22,17.144783074533315,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.35, 'e': 0.05042370619504718}",20,6,20.911846750383006,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.35, 'e': 0.050421865147417436}",25,0,6.810039862896883,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
738,False,"{'a': 0.35, 'e': 0.050420029085696386}",25,8,30.89271435520969,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.35, 'e': 0.05041819798965723}",20,14,11.157425335619816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
